Day,Date,Grand Sales,Special Note,High Temp,Low Temp,Flavor,Made,Used,Waste,Usage_Efficiency,Waste_Percentage
Sunday,6/23/24,42551.69,None,87,67,ST,17,16,1,0.941176471,0.058823529
Sunday,6/23/24,42551.69,None,87,67,FW/WT,12,10,2,0.833333333,0.166666667
Sunday,6/23/24,42551.69,None,87,67,Lemon,4,3,1,0.75,0.25
Sunday,6/23/24,42551.69,None,87,67,Extras,83,75,8,0.903614458,0.096385542
Monday,6/24/24,29976.4,None,84,66,BBC,5,2,3,0.4,0.6
Monday,6/24/24,29976.4,None,84,66,WC,29,26,3,0.896551724,0.103448276
Monday,6/24/24,29976.4,None,84,66,MT,29,15,14,0.517241379,0.482758621
Monday,6/24/24,29976.4,None,84,66,ST,10,6,4,0.6,0.4
Monday,6/24/24,29976.4,None,84,66,FW/WT,8,8,0,1,0
Monday,6/24/24,29976.4,None,84,66,Lemon,2,1.5,0.5,0.75,0.25
Monday,6/24/24,29976.4,None,84,66,Extras,66,62,4,0.939393939,0.060606061
Tuesday,6/25/24,27243.23,None,84,66,BBC,5,4,1,0.8,0.2
Tuesday,6/25/24,27243.23,None,84,66,WC,26,25,1,0.961538462,0.038461538
Tuesday,6/25/24,27243.23,None,84,66,MT,13,9,4,0.692307692,0.307692308
Tuesday,6/25/24,27243.23,None,84,66,ST,12,11,1,0.916666667,0.083333333
Tuesday,6/25/24,27243.23,None,84,66,FW/WT,8,7,1,0.875,0.125
Tuesday,6/25/24,27243.23,None,84,66,Lemon,2,1.5,0.5,0.75,0.25
Tuesday,6/25/24,27243.23,None,84,66,Extras,55,50,5,0.909090909,0.090909091
Wednesday,6/26/24,27836.29,None,81,64,BBC,5,4,1,0.8,0.2
Wednesday,6/26/24,27836.29,None,81,64,WC,33,25,8,0.757575758,0.242424242
Wednesday,6/26/24,27836.29,None,81,64,MT,37,17,20,0.459459459,0.540540541
Wednesday,6/26/24,27836.29,None,81,64,ST,13,11,2,0.846153846,0.153846154
Wednesday,6/26/24,27836.29,None,81,64,FW/WT,9,6,3,0.666666667,0.333333333
Wednesday,6/26/24,27836.29,None,81,64,Lemon,4,2,2,0.5,0.5
Wednesday,6/26/24,27836.29,None,81,64,Extras,60,53,7,0.883333333,0.116666667
Thursday,6/27/24,28129.15,Vidcon,81,64,BBC,5,3,2,0.6,0.4
Thursday,6/27/24,28129.15,Vidcon,81,64,WC,32,23,9,0.71875,0.28125
Thursday,6/27/24,28129.15,Vidcon,81,64,MT,40,15,25,0.375,0.625
Thursday,6/27/24,28129.15,Vidcon,81,64,ST,14,7,7,0.5,0.5
Thursday,6/27/24,28129.15,Vidcon,81,64,FW/WT,7,7,0,1,0
Thursday,6/27/24,28129.15,Vidcon,81,64,Lemon,2,1.5,0.5,0.75,0.25
Thursday,6/27/24,28129.15,Vidcon,81,64,Extras,65,50,15,0.769230769,0.230769231
Friday,6/28/24,30267.62,Vidcon,80,63,BBC,6,5,1,0.833333333,0.166666667
Friday,6/28/24,30267.62,Vidcon,80,63,WC,30,27,3,0.9,0.1
Friday,6/28/24,30267.62,Vidcon,80,63,MT,25,17.5,7.5,0.7,0.3
Friday,6/28/24,30267.62,Vidcon,80,63,ST,11,11,0,1,0
Friday,6/28/24,30267.62,Vidcon,80,63,FW/WT,8,7,1,0.875,0.125
Friday,6/28/24,30267.62,Vidcon,80,63,Lemon,2,1.5,0.5,0.75,0.25
Friday,6/28/24,30267.62,Vidcon,80,63,Extras,60,54,6,0.9,0.1
Saturday,6/29/24,38942.13,Vidcon,85,62,BBC,9,4,5,0.444444444,0.555555556
Saturday,6/29/24,38942.13,Vidcon,85,62,WC,43,33,10,0.76744186,0.23255814
Saturday,6/29/24,38942.13,Vidcon,85,62,MT,19,14,5,0.736842105,0.263157895
Saturday,6/29/24,38942.13,Vidcon,85,62,ST,20,10,10,0.5,0.5
Saturday,6/29/24,38942.13,Vidcon,85,62,FW/WT,8,7,1,0.875,0.125
Saturday,6/29/24,38942.13,Vidcon,85,62,Lemon,4,3,1,0.75,0.25
Saturday,6/29/24,38942.13,Vidcon,85,62,Extras,87,75,12,0.862068966,0.137931034
Sunday,6/30/24,44965.11,None,90,61,BBC,9,8,1,0.888888889,0.111111111
Sunday,6/30/24,44965.11,None,90,61,WC,45,44,1,0.977777778,0.022222222
Sunday,6/30/24,44965.11,None,90,61,MT,21,16,5,0.761904762,0.238095238
Sunday,6/30/24,44965.11,None,90,61,ST,21,16,5,0.761904762,0.238095238
Sunday,6/30/24,44965.11,None,90,61,FW/WT,12,7,5,0.583333333,0.416666667
Sunday,6/30/24,44965.11,None,90,61,Lemon,5,3,2,0.6,0.4
Sunday,6/30/24,44965.11,None,90,61,Extras,91,77,14,0.846153846,0.153846154
Monday,7/1/24,35579.52,None,84,63,BBC,5,5,0,1,0
Monday,7/1/24,35579.52,None,84,63,WC,33,21,12,0.636363636,0.363636364
Monday,7/1/24,35579.52,None,84,63,MT,21,12,9,0.571428571,0.428571429
Monday,7/1/24,35579.52,None,84,63,ST,17,11,6,0.647058824,0.352941176
Monday,7/1/24,35579.52,None,84,63,FW/WT,13,9,4,0.692307692,0.307692308
Monday,7/1/24,35579.52,None,84,63,Lemon,11,4,7,0.363636364,0.636363636
Monday,7/1/24,35579.52,None,84,63,Extras,72,63,9,0.875,0.125
Tuesday,7/2/24,25815.21,Dance Comp,86,62,BBC,4,3.5,0.5,0.875,0.125
Tuesday,7/2/24,25815.21,Dance Comp,86,62,WC,26,23,3,0.884615385,0.115384615
Tuesday,7/2/24,25815.21,Dance Comp,86,62,MT,21,8,13,0.380952381,0.619047619
Tuesday,7/2/24,25815.21,Dance Comp,86,62,ST,14,8,6,0.571428571,0.428571429
Tuesday,7/2/24,25815.21,Dance Comp,86,62,FW/WT,12,9,3,0.75,0.25
Tuesday,7/2/24,25815.21,Dance Comp,86,62,Lemon,2,1.5,0.5,0.75,0.25
Tuesday,7/2/24,25815.21,Dance Comp,86,62,Extras,56,46,10,0.821428571,0.178571429
Wednesday,7/3/24,30160.29,None,84,64,BBC,4.5,4.5,0,1,0
Wednesday,7/3/24,30160.29,None,84,64,WC,29,28,1,0.965517241,0.034482759
Wednesday,7/3/24,30160.29,None,84,64,MT,40,19,21,0.475,0.525
Wednesday,7/3/24,30160.29,None,84,64,ST,11,9,2,0.818181818,0.181818182
Wednesday,7/3/24,30160.29,None,84,64,FW/WT,12,11,1,0.916666667,0.083333333
Wednesday,7/3/24,30160.29,None,84,64,Lemon,2,1.5,0.5,0.75,0.25
Wednesday,7/3/24,30160.29,None,84,64,Extras,57,56,1,0.98245614,0.01754386
Thursday,7/4/24,38699.97,4th of July,86,64,BBC,8,6,2,0.75,0.25
Thursday,7/4/24,38699.97,4th of July,86,64,WC,32,30,2,0.9375,0.0625
Thursday,7/4/24,38699.97,4th of July,86,64,MT,37,15,22,0.405405405,0.594594595
Thursday,7/4/24,38699.97,4th of July,86,64,ST,12,12,0,1,0
Thursday,7/4/24,38699.97,4th of July,86,64,FW/WT,8,6,2,0.75,0.25
Thursday,7/4/24,38699.97,4th of July,86,64,Lemon,3,2,1,0.666666667,0.333333333
Thursday,7/4/24,38699.97,4th of July,86,64,Extras,76,66,10,0.868421053,0.131578947
Friday,7/5/24,37038.11,None,87,63,BBC,8,7,1,0.875,0.125
Friday,7/5/24,37038.11,None,87,63,WC,34,34,0,1,0
Friday,7/5/24,37038.11,None,87,63,MT,34,6,28,0.176470588,0.823529412
Friday,7/5/24,37038.11,None,87,63,ST,12,12,0,1,0
Friday,7/5/24,37038.11,None,87,63,FW/WT,8,8,0,1,0
Friday,7/5/24,37038.11,None,87,63,Lemon,2,1.5,0.5,0.75,0.25
Friday,7/5/24,37038.11,None,87,63,Extras,77,73,4,0.948051948,0.051948052
Saturday,7/6/24,40090.85,None,86,67,BBC,8,6,2,0.75,0.25
Saturday,7/6/24,40090.85,None,86,67,WC,40,33,7,0.825,0.175
Saturday,7/6/24,40090.85,None,86,67,MT,26,11,15,0.423076923,0.576923077
Saturday,7/6/24,40090.85,None,86,67,ST,16,14,2,0.875,0.125
Saturday,7/6/24,40090.85,None,86,67,FW/WT,12,10,2,0.833333333,0.166666667
Saturday,7/6/24,40090.85,None,86,67,Lemon,4,3,1,0.75,0.25
Saturday,7/6/24,40090.85,None,86,67,Extras,86,77,9,0.895348837,0.104651163
Sunday,7/7/24,44501.19,Dance Comp,84,66,BBC,8,7,1,0.875,0.125
Sunday,7/7/24,44501.19,Dance Comp,84,66,WC,35,35,0,1,0
Sunday,7/7/24,44501.19,Dance Comp,84,66,MT,23,11,12,0.47826087,0.52173913
Sunday,7/7/24,44501.19,Dance Comp,84,66,ST,16,14,2,0.875,0.125
Sunday,7/7/24,44501.19,Dance Comp,84,66,FW/WT,14,8,6,0.571428571,0.428571429
Sunday,7/7/24,44501.19,Dance Comp,84,66,Lemon,4,3,1,0.75,0.25
Sunday,7/7/24,44501.19,Dance Comp,84,66,Extras,88,82,6,0.931818182,0.068181818
Monday,7/8/24,30644.44,None,84,65,BBC,5,4,1,0.8,0.2
Monday,7/8/24,30644.44,None,84,65,WC,36,20,16,0.555555556,0.444444444
Monday,7/8/24,30644.44,None,84,65,MT,20,12,8,0.6,0.4
Monday,7/8/24,30644.44,None,84,65,ST,14,9,5,0.642857143,0.357142857
Monday,7/8/24,30644.44,None,84,65,FW/WT,10,8,2,0.8,0.2
Monday,7/8/24,30644.44,None,84,65,Lemon,2,1.5,0.5,0.75,0.25
Monday,7/8/24,30644.44,None,84,65,Extras,72,58,14,0.805555556,0.194444444
Tuesday,7/9/24,27428.72,None,87,65,BBC,5,4,1,0.8,0.2
Tuesday,7/9/24,27428.72,None,87,65,WC,24,19,5,0.791666667,0.208333333
Tuesday,7/9/24,27428.72,None,87,65,MT,20,10,10,0.5,0.5
Tuesday,7/9/24,27428.72,None,87,65,ST,11,6,5,0.545454545,0.454545455
Tuesday,7/9/24,27428.72,None,87,65,FW/WT,8,5,3,0.625,0.375
Tuesday,7/9/24,27428.72,None,87,65,Lemon,2,1.5,0.5,0.75,0.25
Tuesday,7/9/24,27428.72,None,87,65,Extras,64,51,13,0.796875,0.203125
Wednesday,7/10/24,31532.77,None,89,66,BBC,5,4,1,0.8,0.2
Wednesday,7/10/24,31532.77,None,89,66,WC,29,27,2,0.931034483,0.068965517
Wednesday,7/10/24,31532.77,None,89,66,MT,33,12,21,0.363636364,0.636363636
Wednesday,7/10/24,31532.77,None,89,66,ST,10,8,2,0.8,0.2
Wednesday,7/10/24,31532.77,None,89,66,FW/WT,9,5,4,0.555555556,0.444444444
Wednesday,7/10/24,31532.77,None,89,66,Lemon,2,1,1,0.5,0.5
Wednesday,7/10/24,31532.77,None,89,66,Extras,63,54,9,0.857142857,0.142857143
Thursday,7/11/24,28922.32,None,85,66,BBC,5,4,1,0.8,0.2
Thursday,7/11/24,28922.32,None,85,66,WC,30,23,7,0.766666667,0.233333333
Thursday,7/11/24,28922.32,None,85,66,MT,33,11,22,0.333333333,0.666666667
Thursday,7/11/24,28922.32,None,85,66,ST,10,9,1,0.9,0.1
Thursday,7/11/24,28922.32,None,85,66,FW/WT,8,8,0,1,0
Thursday,7/11/24,28922.32,None,85,66,Lemon,2,2,0,1,0
Thursday,7/11/24,28922.32,None,85,66,Extras,60,57,3,0.95,0.05
Friday,7/12/24,29242.75,None,84,64,BBC,6,4,2,0.666666667,0.333333333
Friday,7/12/24,29242.75,None,84,64,WC,43,22,21,0.511627907,0.488372093
Friday,7/12/24,29242.75,None,84,64,MT,38,14,24,0.368421053,0.631578947
Friday,7/12/24,29242.75,None,84,64,ST,17,10,7,0.588235294,0.411764706
Friday,7/12/24,29242.75,None,84,64,FW/WT,8,4,4,0.5,0.5
Friday,7/12/24,29242.75,None,84,64,Lemon,4,2,2,0.5,0.5
Friday,7/12/24,29242.75,None,84,64,Extras,85,63,22,0.741176471,0.258823529
Saturday,7/13/24,38801.84,None,83,65,BBC,9,7,2,0.777777778,0.222222222
Saturday,7/13/24,38801.84,None,83,65,WC,33,29,4,0.878787879,0.121212121
Saturday,7/13/24,38801.84,None,83,65,MT,32,12,20,0.375,0.625
Saturday,7/13/24,38801.84,None,83,65,ST,15,6,9,0.4,0.6
Saturday,7/13/24,38801.84,None,83,65,FW/WT,12,10,2,0.833333333,0.166666667
Saturday,7/13/24,38801.84,None,83,65,Lemon,4,3,1,0.75,0.25
Saturday,7/13/24,38801.84,None,83,65,Extras,87,72,15,0.827586207,0.172413793
Sunday,7/14/24,43035.34,None,83,65,BBC,8,7,1,0.875,0.125
Sunday,7/14/24,43035.34,None,83,65,WC,38,29,9,0.763157895,0.236842105
Sunday,7/14/24,43035.34,None,83,65,MT,39,17,22,0.435897436,0.564102564
Sunday,7/14/24,43035.34,None,83,65,ST,15,13,2,0.866666667,0.133333333
Sunday,7/14/24,43035.34,None,83,65,FW/WT,12,9,3,0.75,0.25
Sunday,7/14/24,43035.34,None,83,65,Lemon,4,3,1,0.75,0.25
Sunday,7/14/24,43035.34,None,83,65,Extras,89,77,12,0.865168539,0.134831461
Monday,7/15/24,27627.92,None,85,65,BBC,5,3,2,0.6,0.4
Monday,7/15/24,27627.92,None,85,65,WC,25,23,2,0.92,0.08
Monday,7/15/24,27627.92,None,85,65,MT,34,11,23,0.323529412,0.676470588
Monday,7/15/24,27627.92,None,85,65,ST,10,8.5,1.5,0.85,0.15
Monday,7/15/24,27627.92,None,85,65,FW/WT,7,5.5,1.5,0.785714286,0.214285714
Monday,7/15/24,27627.92,None,85,65,Lemon,2,2,0,1,0
Monday,7/15/24,27627.92,None,85,65,Extras,66,50,16,0.757575758,0.242424242
Tuesday,7/16/24,27997.34,None,81,65,BBC,5.5,3,2.5,0.545454545,0.454545455
Tuesday,7/16/24,27997.34,None,81,65,WC,25,21,4,0.84,0.16
Tuesday,7/16/24,27997.34,None,81,65,MT,23,11,12,0.47826087,0.52173913
Tuesday,7/16/24,27997.34,None,81,65,ST,11,7,4,0.636363636,0.363636364
Tuesday,7/16/24,27997.34,None,81,65,FW/WT,5.5,5.5,0,1,0
Tuesday,7/16/24,27997.34,None,81,65,Lemon,2,1.5,0.5,0.75,0.25
Tuesday,7/16/24,27997.34,None,81,65,Extras,58,53,5,0.913793103,0.086206897
Wednesday,7/17/24,27200.59,None,81,64,BBC,5,4,1,0.8,0.2
Wednesday,7/17/24,27200.59,None,81,64,WC,27,20,7,0.740740741,0.259259259
Wednesday,7/17/24,27200.59,None,81,64,MT,32,15,17,0.46875,0.53125
Wednesday,7/17/24,27200.59,None,81,64,ST,9,6,3,0.666666667,0.333333333
Wednesday,7/17/24,27200.59,None,81,64,FW/WT,6,3,3,0.5,0.5
Wednesday,7/17/24,27200.59,None,81,64,Lemon,2,1.5,0.5,0.75,0.25
Wednesday,7/17/24,27200.59,None,81,64,Extras,62,54,8,0.870967742,0.129032258
Thursday,7/18/24,30259.2,None,86,67,BBC,5,3,2,0.6,0.4
Thursday,7/18/24,30259.2,None,86,67,WC,29,22,7,0.75862069,0.24137931
Thursday,7/18/24,30259.2,None,86,67,MT,25,9,16,0.36,0.64
Thursday,7/18/24,30259.2,None,86,67,ST,11,9,2,0.818181818,0.181818182
Thursday,7/18/24,30259.2,None,86,67,FW/WT,11,9,2,0.818181818,0.181818182
Thursday,7/18/24,30259.2,None,86,67,Lemon,2,2,0,1,0
Thursday,7/18/24,30259.2,None,86,67,Extras,64,48,16,0.75,0.25
Friday,7/19/24,35402.56,None,89,66,BBC,6,4,2,0.666666667,0.333333333
Friday,7/19/24,35402.56,None,89,66,WC,39,25,14,0.641025641,0.358974359
Friday,7/19/24,35402.56,None,89,66,MT,28,14,14,0.5,0.5
Friday,7/19/24,35402.56,None,89,66,ST,14,10,4,0.714285714,0.285714286
Friday,7/19/24,35402.56,None,89,66,FW/WT,10,6,4,0.6,0.4
Friday,7/19/24,35402.56,None,89,66,Lemon,4,3,1,0.75,0.25
Friday,7/19/24,35402.56,None,89,66,Extras,84,68,16,0.80952381,0.19047619
Saturday,7/20/24,42266.96,None,88,64,BBC,10,7,3,0.7,0.3
Saturday,7/20/24,42266.96,None,88,64,WC,34,28,6,0.823529412,0.176470588
Saturday,7/20/24,42266.96,None,88,64,MT,26,11,15,0.423076923,0.576923077
Saturday,7/20/24,42266.96,None,88,64,ST,12,11,1,0.916666667,0.083333333
Saturday,7/20/24,42266.96,None,88,64,FW/WT,12,11,1,0.916666667,0.083333333
Saturday,7/20/24,42266.96,None,88,64,Lemon,4,3,1,0.75,0.25
Saturday,7/20/24,42266.96,None,88,64,Extras,82,62,20,0.756097561,0.243902439
Sunday,7/21/24,45011.77,None,86,66,BBC,8,7,1,0.875,0.125
Sunday,7/21/24,45011.77,None,86,66,WC,34,34,0,1,0
Sunday,7/21/24,45011.77,None,86,66,MT,25,18,7,0.72,0.28
Sunday,7/21/24,45011.77,None,86,66,ST,13,13,0,1,0
Sunday,7/21/24,45011.77,None,86,66,FW/WT,8,7,1,0.875,0.125
Sunday,7/21/24,45011.77,None,86,66,Lemon,4,3,1,0.75,0.25
Sunday,7/21/24,45011.77,None,86,66,Extras,81,71,10,0.87654321,0.12345679
Monday,7/22/24,30278.26,None,86,66,BBC,5,4,1,0.8,0.2
Monday,7/22/24,30278.26,None,86,66,WC,24,23.5,0.5,0.979166667,0.020833333
Monday,7/22/24,30278.26,None,86,66,MT,27,14,13,0.518518519,0.481481481
Monday,7/22/24,30278.26,None,86,66,ST,10,10,0,1,0
Monday,7/22/24,30278.26,None,86,66,FW/WT,8,7.5,0.5,0.9375,0.0625
Monday,7/22/24,30278.26,None,86,66,Lemon,2,1.5,0.5,0.75,0.25
Monday,7/22/24,30278.26,None,86,66,Extras,67,59,8,0.880597015,0.119402985
Tuesday,7/23/24,30175.44,None,86,66,BBC,5,4.5,0.5,0.9,0.1
Tuesday,7/23/24,30175.44,None,86,66,WC,28,23,5,0.821428571,0.178571429
Tuesday,7/23/24,30175.44,None,86,66,MT,25,11,14,0.44,0.56
Tuesday,7/23/24,30175.44,None,86,66,ST,12,10,2,0.833333333,0.166666667
Tuesday,7/23/24,30175.44,None,86,66,FW/WT,4,4,0,1,0
Tuesday,7/23/24,30175.44,None,86,66,Lemon,3,2.5,0.5,0.833333333,0.166666667
Tuesday,7/23/24,30175.44,None,86,66,Extras,64,49.5,14.5,0.7734375,0.2265625
Wednesday,7/24/24,30727.65,None,88,67,BBC,4.5,4,0.5,0.888888889,0.111111111
Wednesday,7/24/24,30727.65,None,88,67,WC,29,27,2,0.931034483,0.068965517
Wednesday,7/24/24,30727.65,None,88,67,MT,26,13,13,0.5,0.5
Wednesday,7/24/24,30727.65,None,88,67,ST,14,10,4,0.714285714,0.285714286
Wednesday,7/24/24,30727.65,None,88,67,FW/WT,8,6.5,1.5,0.8125,0.1875
Wednesday,7/24/24,30727.65,None,88,67,Lemon,4,3,1,0.75,0.25
Wednesday,7/24/24,30727.65,None,88,67,Extras,66,60,6,0.909090909,0.090909091
Thursday,7/25/24,31449.32,None,94,67,BBC,4,3.5,0.5,0.875,0.125
Thursday,7/25/24,31449.32,None,94,67,WC,30,23,7,0.766666667,0.233333333
Thursday,7/25/24,31449.32,None,94,67,MT,20,14,6,0.7,0.3
Thursday,7/25/24,31449.32,None,94,67,ST,15,11,4,0.733333333,0.266666667
Thursday,7/25/24,31449.32,None,94,67,FW/WT,7.5,7,0.5,0.933333333,0.066666667
Thursday,7/25/24,31449.32,None,94,67,Lemon,4,2.5,1.5,0.625,0.375
Thursday,7/25/24,31449.32,None,94,67,Extras,68,60,8,0.882352941,0.117647059
Friday,7/26/24,34246.07,None,94,66,BBC,6.5,4,2.5,0.615384615,0.384615385
Friday,7/26/24,34246.07,None,94,66,WC,32,26,6,0.8125,0.1875
Friday,7/26/24,34246.07,None,94,66,MT,30,18.5,11.5,0.616666667,0.383333333
Friday,7/26/24,34246.07,None,94,66,ST,16,14,2,0.875,0.125
Friday,7/26/24,34246.07,None,94,66,FW/WT,10,9,1,0.9,0.1
Friday,7/26/24,34246.07,None,94,66,Lemon,2,2,0,1,0
Friday,7/26/24,34246.07,None,94,66,Extras,70,62,8,0.885714286,0.114285714
Saturday,7/27/24,37992.32,None,82,63,BBC,7,6,1,0.857142857,0.142857143
Saturday,7/27/24,37992.32,None,82,63,WC,33,32,1,0.96969697,0.03030303
Saturday,7/27/24,37992.32,None,82,63,MT,23,18,5,0.782608696,0.217391304
Saturday,7/27/24,37992.32,None,82,63,ST,14,12,2,0.857142857,0.142857143
Saturday,7/27/24,37992.32,None,82,63,FW/WT,12,6,6,0.5,0.5
Saturday,7/27/24,37992.32,None,82,63,Lemon,4,2.5,1.5,0.625,0.375
Saturday,7/27/24,37992.32,None,82,63,Extras,72,63,9,0.875,0.125
Sunday,7/28/24,45350.86,None,81,62,BBC,9,8,1,0.888888889,0.111111111
Sunday,7/28/24,45350.86,None,81,62,WC,32,32,0,1,0
Sunday,7/28/24,45350.86,None,81,62,MT,24,16,8,0.666666667,0.333333333
Sunday,7/28/24,45350.86,None,81,62,ST,14,14,0,1,0
Sunday,7/28/24,45350.86,None,81,62,FW/WT,12,12,0,1,0
Sunday,7/28/24,45350.86,None,81,62,Lemon,2,2,0,1,0
Sunday,7/28/24,45350.86,None,81,62,Extras,77,66,11,0.857142857,0.142857143
Monday,7/29/24,39774.07,None,78,61,BBC,7,4,3,0.571428571,0.428571429
Monday,7/29/24,39774.07,None,78,61,WC,28,25,3,0.892857143,0.107142857
Monday,7/29/24,39774.07,None,78,61,MT,20,15,5,0.75,0.25
Monday,7/29/24,39774.07,None,78,61,ST,12,11,1,0.916666667,0.083333333
Monday,7/29/24,39774.07,None,78,61,FW/WT,8,6.5,1.5,0.8125,0.1875
Monday,7/29/24,39774.07,None,78,61,Lemon,2,2,0,1,0
Monday,7/29/24,39774.07,None,78,61,Extras,66,55,11,0.833333333,0.166666667
Tuesday,7/30/24,42833.83,None,82,59,BBC,7,3,4,0.428571429,0.571428571
Tuesday,7/30/24,42833.83,None,82,59,WC,31,25,6,0.806451613,0.193548387
Tuesday,7/30/24,42833.83,None,82,59,MT,25,9,16,0.36,0.64
Tuesday,7/30/24,42833.83,None,82,59,ST,13,9,4,0.692307692,0.307692308
Tuesday,7/30/24,42833.83,None,82,59,FW/WT,11,9,2,0.818181818,0.181818182
Tuesday,7/30/24,42833.83,None,82,59,Lemon,2,1.5,0.5,0.75,0.25
Tuesday,7/30/24,42833.83,None,82,59,Extras,63,52,11,0.825396825,0.174603175
Wednesday,7/31/24,27605.2,None,84,59,BBC,4,4,0,1,0
Wednesday,7/31/24,27605.2,None,84,59,WC,29,18,11,0.620689655,0.379310345
Wednesday,7/31/24,27605.2,None,84,59,MT,24,9,15,0.375,0.625
Wednesday,7/31/24,27605.2,None,84,59,ST,12,8,4,0.666666667,0.333333333
Wednesday,7/31/24,27605.2,None,84,59,FW/WT,10,7,3,0.7,0.3
Wednesday,7/31/24,27605.2,None,84,59,Lemon,2,2,0,1,0
Wednesday,7/31/24,27605.2,None,84,59,Extras,54,50,4,0.925925926,0.074074074
Thursday,8/1/24,28953.88,None,83,62,BBC,4,3.5,0.5,0.875,0.125
Thursday,8/1/24,28953.88,None,83,62,WC,26,22,4,0.846153846,0.153846154
Thursday,8/1/24,28953.88,None,83,62,MT,27,15,12,0.555555556,0.444444444
Thursday,8/1/24,28953.88,None,83,62,ST,12,11,1,0.916666667,0.083333333
Thursday,8/1/24,28953.88,None,83,62,FW/WT,8,5,3,0.625,0.375
Thursday,8/1/24,28953.88,None,83,62,Lemon,2,2,0,1,0
Thursday,8/1/24,28953.88,None,83,62,Extras,62,49,13,0.790322581,0.209677419
Friday,8/2/24,36100.03,None,92,65,BBC,6,5,1,0.833333333,0.166666667
Friday,8/2/24,36100.03,None,92,65,WC,36,32,4,0.888888889,0.111111111
Friday,8/2/24,36100.03,None,92,65,MT,24,13,11,0.541666667,0.458333333
Friday,8/2/24,36100.03,None,92,65,ST,17,13,4,0.764705882,0.235294118
Friday,8/2/24,36100.03,None,92,65,FW/WT,12,10,2,0.833333333,0.166666667
Friday,8/2/24,36100.03,None,92,65,Lemon,4,3,1,0.75,0.25
Friday,8/2/24,36100.03,None,92,65,Extras,72,63,9,0.875,0.125
Saturday,8/3/24,39131.34,None,93,66,BBC,8,7,1,0.875,0.125
Saturday,8/3/24,39131.34,None,93,66,WC,40,38,2,0.95,0.05
Saturday,8/3/24,39131.34,None,93,66,MT,26,16,10,0.615384615,0.384615385
Saturday,8/3/24,39131.34,None,93,66,ST,15,13,2,0.866666667,0.133333333
Saturday,8/3/24,39131.34,None,93,66,FW/WT,12,9,3,0.75,0.25
Saturday,8/3/24,39131.34,None,93,66,Lemon,4,3,1,0.75,0.25
Saturday,8/3/24,39131.34,None,93,66,Extras,76,65,11,0.855263158,0.144736842
Sunday,8/4/24,43405.43,None,91,66,BBC,9,8,1,0.888888889,0.111111111
Sunday,8/4/24,43405.43,None,91,66,WC,38,36,2,0.947368421,0.052631579
Sunday,8/4/24,43405.43,None,91,66,MT,18,16,2,0.888888889,0.111111111
Sunday,8/4/24,43405.43,None,91,66,ST,15,12,3,0.8,0.2
Sunday,8/4/24,43405.43,None,91,66,FW/WT,11,10,1,0.909090909,0.090909091
Sunday,8/4/24,43405.43,None,91,66,Lemon,4,4,0,1,0
Sunday,8/4/24,43405.43,None,91,66,Extras,95,87,8,0.915789474,0.084210526
Monday,8/5/24,27176.27,None,92,66,BBC,7,4,3,0.571428571,0.428571429
Monday,8/5/24,27176.27,None,92,66,WC,34,25,9,0.735294118,0.264705882
Monday,8/5/24,27176.27,None,92,66,MT,21,13,8,0.619047619,0.380952381
Monday,8/5/24,27176.27,None,92,66,ST,14,8,6,0.571428571,0.428571429
Monday,8/5/24,27176.27,None,92,66,FW/WT,12,8,4,0.666666667,0.333333333
Monday,8/5/24,27176.27,None,92,66,Lemon,2,2,0,1,0
Monday,8/5/24,27176.27,None,92,66,Extras,82,57,25,0.695121951,0.304878049
Tuesday,8/6/24,28319.57,None,88,66,BBC,5,3,2,0.6,0.4
Tuesday,8/6/24,28319.57,None,88,66,WC,33,27,6,0.818181818,0.181818182
Tuesday,8/6/24,28319.57,None,88,66,MT,28,7,21,0.25,0.75
Tuesday,8/6/24,28319.57,None,88,66,ST,10,6,4,0.6,0.4
Tuesday,8/6/24,28319.57,None,88,66,FW/WT,7,4,3,0.571428571,0.428571429
Tuesday,8/6/24,28319.57,None,88,66,Lemon,2,2,0,1,0
Tuesday,8/6/24,28319.57,None,88,66,Extras,66,56,10,0.848484848,0.151515152
Wednesday,8/7/24,27135.34,None,82,67,BBC,5,4,1,0.8,0.2
Wednesday,8/7/24,27135.34,None,82,67,WC,29,23,6,0.793103448,0.206896552
Wednesday,8/7/24,27135.34,None,82,67,MT,21,13,8,0.619047619,0.380952381
Wednesday,8/7/24,27135.34,None,82,67,ST,10,8,2,0.8,0.2
Wednesday,8/7/24,27135.34,None,82,67,FW/WT,11,8,3,0.727272727,0.272727273
Wednesday,8/7/24,27135.34,None,82,67,Lemon,2,1.5,0.5,0.75,0.25
Wednesday,8/7/24,27135.34,None,82,67,Extras,62,51,11,0.822580645,0.177419355
Thursday,8/8/24,30415.02,None,81,66,BBC,6,5,1,0.833333333,0.166666667
Thursday,8/8/24,30415.02,None,81,66,WC,35,26,9,0.742857143,0.257142857
Thursday,8/8/24,30415.02,None,81,66,MT,24,13,11,0.541666667,0.458333333
Thursday,8/8/24,30415.02,None,81,66,ST,10,10,0,1,0
Thursday,8/8/24,30415.02,None,81,66,FW/WT,4,4,0,1,0
Thursday,8/8/24,30415.02,None,81,66,Lemon,2,1.5,0.5,0.75,0.25
Thursday,8/8/24,30415.02,None,81,66,Extras,65,55,10,0.846153846,0.153846154
