Day,Date,Grand Sales,Special Note,High Temp,Low Temp,Flavor,Made,Used,Waste,Usage_Efficiency,Waste_Percentage
Monday,11/11/24,20679.12,None,70,46,Lemon,2,1.5,0.5,0.75,0.25
Monday,11/11/24,20679.12,None,70,46,Extras,48,36,12,0.75,0.25
Tuesday,11/12/24,11532.28,None,72,52,BBC,2,1.5,0.5,0.75,0.25
Tuesday,11/12/24,11532.28,None,72,52,WC,18.5,11.5,7,0.621621622,0.378378378
Tuesday,11/12/24,11532.28,None,72,52,MT,14,4,10,0.285714286,0.714285714
Tuesday,11/12/24,11532.28,None,72,52,ST,5,3,2,0.6,0.4
Tuesday,11/12/24,11532.28,None,72,52,FW/WT,4,2.5,1.5,0.625,0.375
Tuesday,11/12/24,11532.28,None,72,52,Lemon,2,1,1,0.5,0.5
Tuesday,11/12/24,11532.28,None,72,52,Extras,34.5,17.5,17,0.507246377,0.492753623
Wednesday,11/13/24,12305.81,None,78,48,BBC,2.5,1.5,1,0.6,0.4
Wednesday,11/13/24,12305.81,None,78,48,WC,15,10,5,0.666666667,0.333333333
Wednesday,11/13/24,12305.81,None,78,48,MT,14,4,10,0.285714286,0.714285714
Wednesday,11/13/24,12305.81,None,78,48,ST,5,3,2,0.6,0.4
Wednesday,11/13/24,12305.81,None,78,48,FW/WT,2,2,0,1,0
Wednesday,11/13/24,12305.81,None,78,48,Lemon,1,0.75,0.25,0.75,0.25
Wednesday,11/13/24,12305.81,None,78,48,Extras,27,21,6,0.777777778,0.222222222
Thursday,11/14/24,13734.04,None,73,48,BBC,3,1.5,1.5,0.5,0.5
Thursday,11/14/24,13734.04,None,73,48,WC,17,13,4,0.764705882,0.235294118
Thursday,11/14/24,13734.04,None,73,48,MT,13.5,5.5,8,0.407407407,0.592592593
Thursday,11/14/24,13734.04,None,73,48,ST,6,4,2,0.666666667,0.333333333
Thursday,11/14/24,13734.04,None,73,48,FW/WT,4,2.5,1.5,0.625,0.375
Thursday,11/14/24,13734.04,None,73,48,Lemon,1,1,0,1,0
Thursday,11/14/24,13734.04,None,73,48,Extras,32,19,13,0.59375,0.40625
Friday,11/15/24,18603.03,None,63,49,BBC,5.5,2.5,3,0.454545455,0.545454545
Friday,11/15/24,18603.03,None,63,49,WC,24,14,10,0.583333333,0.416666667
Friday,11/15/24,18603.03,None,63,49,MT,16,11,5,0.6875,0.3125
Friday,11/15/24,18603.03,None,63,49,ST,10,5,5,0.5,0.5
Friday,11/15/24,18603.03,None,63,49,FW/WT,4,3,1,0.75,0.25
Friday,11/15/24,18603.03,None,63,49,Lemon,2,2,0,1,0
Friday,11/15/24,18603.03,None,63,49,Extras,54,32,22,0.592592593,0.407407407
Saturday,11/16/24,22146.76,None,65,44,BBC,3,2.5,0.5,0.833333333,0.166666667
Saturday,11/16/24,22146.76,None,65,44,WC,24,15,9,0.625,0.375
Saturday,11/16/24,22146.76,None,65,44,MT,17,6,11,0.352941176,0.647058824
Saturday,11/16/24,22146.76,None,65,44,ST,9,6,3,0.666666667,0.333333333
Saturday,11/16/24,22146.76,None,65,44,FW/WT,6,2.5,3.5,0.416666667,0.583333333
Saturday,11/16/24,22146.76,None,65,44,Lemon,2,1.2,0.8,0.6,0.4
Saturday,11/16/24,22146.76,None,65,44,Extras,52,38,14,0.730769231,0.269230769
Sunday,11/17/24,23979.76,None,69,42,BBC,4.5,2.5,2,0.555555556,0.444444444
Sunday,11/17/24,23979.76,None,69,42,WC,26,21,5,0.807692308,0.192307692
Sunday,11/17/24,23979.76,None,69,42,MT,19,11,8,0.578947368,0.421052632
Sunday,11/17/24,23979.76,None,69,42,ST,7,6,1,0.857142857,0.142857143
Sunday,11/17/24,23979.76,None,69,42,FW/WT,4,4,0,1,0
Sunday,11/17/24,23979.76,None,69,42,Lemon,2,1,1,0.5,0.5
Sunday,11/17/24,23979.76,None,69,42,Extras,44,34,10,0.772727273,0.227272727
Monday,11/18/24,11994.41,None,65,44,BBC,2,2,0,1,0
Monday,11/18/24,11994.41,None,65,44,WC,13,11,2,0.846153846,0.153846154
Monday,11/18/24,11994.41,None,65,44,MT,12,4,8,0.333333333,0.666666667
Monday,11/18/24,11994.41,None,65,44,ST,5,3,2,0.6,0.4
Monday,11/18/24,11994.41,None,65,44,FW/WT,2,2,0,1,0
Monday,11/18/24,11994.41,None,65,44,Lemon,1,1,0,1,0
Monday,11/18/24,11994.41,None,65,44,Extras,25,21,4,0.84,0.16
Tuesday,11/19/24,11550.01,None,66,44,BBC,2,1,1,0.5,0.5
Tuesday,11/19/24,11550.01,None,66,44,WC,14,11,3,0.785714286,0.214285714
Tuesday,11/19/24,11550.01,None,66,44,MT,16,6,10,0.375,0.625
Tuesday,11/19/24,11550.01,None,66,44,ST,4,2,2,0.5,0.5
Tuesday,11/19/24,11550.01,None,66,44,FW/WT,2,1.5,0.5,0.75,0.25
Tuesday,11/19/24,11550.01,None,66,44,Lemon,2,1,1,0.5,0.5
Tuesday,11/19/24,11550.01,None,66,44,Extras,29,21,8,0.724137931,0.275862069
Wednesday,11/20/24,12624.36,None,74,44,BBC,3,2,1,0.666666667,0.333333333
Wednesday,11/20/24,12624.36,None,74,44,WC,15,10,5,0.666666667,0.333333333
Wednesday,11/20/24,12624.36,None,74,44,MT,14,5,9,0.357142857,0.642857143
Wednesday,11/20/24,12624.36,None,74,44,ST,4,3,1,0.75,0.25
Wednesday,11/20/24,12624.36,None,74,44,FW/WT,2,1.5,0.5,0.75,0.25
Wednesday,11/20/24,12624.36,None,74,44,Lemon,1,0.75,0.25,0.75,0.25
Wednesday,11/20/24,12624.36,None,74,44,Extras,29,20,9,0.689655172,0.310344828
Thursday,11/21/24,14026.74,None,76,44,BBC,3,1.5,1.5,0.5,0.5
Thursday,11/21/24,14026.74,None,76,44,WC,13,10,3,0.769230769,0.230769231
Thursday,11/21/24,14026.74,None,76,44,MT,13,3.5,9.5,0.269230769,0.730769231
Thursday,11/21/24,14026.74,None,76,44,ST,5,4,1,0.8,0.2
Thursday,11/21/24,14026.74,None,76,44,FW/WT,2,2,0,1,0
Thursday,11/21/24,14026.74,None,76,44,Lemon,1,1,0,1,0
Thursday,11/21/24,14026.74,None,76,44,Extras,28,23,5,0.821428571,0.178571429
Friday,11/22/24,18782.18,None,72,45,BBC,5.5,2.5,3,0.454545455,0.545454545
Friday,11/22/24,18782.18,None,72,45,WC,21,15,6,0.714285714,0.285714286
Friday,11/22/24,18782.18,None,72,45,MT,13,9,4,0.692307692,0.307692308
Friday,11/22/24,18782.18,None,72,45,ST,7,7,0,1,0
Friday,11/22/24,18782.18,None,72,45,FW/WT,4,4,0,1,0
Friday,11/22/24,18782.18,None,72,45,Lemon,2,1,1,0.5,0.5
Friday,11/22/24,18782.18,None,72,45,Extras,35,28,7,0.8,0.2
Saturday,11/23/24,22386.5,None,64,48,BBC,3,2,1,0.666666667,0.333333333
Saturday,11/23/24,22386.5,None,64,48,WC,20,18,2,0.9,0.1
Saturday,11/23/24,22386.5,None,64,48,MT,16,7,9,0.4375,0.5625
Saturday,11/23/24,22386.5,None,64,48,ST,12,5,7,0.416666667,0.583333333
Saturday,11/23/24,22386.5,None,64,48,FW/WT,4,3.5,0.5,0.875,0.125
Saturday,11/23/24,22386.5,None,64,48,Lemon,2,1.5,0.5,0.75,0.25
Saturday,11/23/24,22386.5,None,64,48,Extras,46,36,10,0.782608696,0.217391304
Sunday,11/24/24,25102.02,None,66,52,BBC,3,3,0,1,0
Sunday,11/24/24,25102.02,None,66,52,WC,26,25,1,0.961538462,0.038461538
Sunday,11/24/24,25102.02,None,66,52,MT,17,11,6,0.647058824,0.352941176
Sunday,11/24/24,25102.02,None,66,52,ST,8,7,1,0.875,0.125
Sunday,11/24/24,25102.02,None,66,52,FW/WT,4,4,0,1,0
Sunday,11/24/24,25102.02,None,66,52,Lemon,2,1.5,0.5,0.75,0.25
Sunday,11/24/24,25102.02,None,66,52,Extras,43,37,6,0.860465116,0.139534884
Monday,11/25/24,17190.46,None,71,49,BBC,4,3,1,0.75,0.25
Monday,11/25/24,17190.46,None,71,49,WC,18,15,3,0.833333333,0.166666667
Monday,11/25/24,17190.46,None,71,49,MT,14,9,5,0.642857143,0.357142857
Monday,11/25/24,17190.46,None,71,49,ST,8,5,3,0.625,0.375
Monday,11/25/24,17190.46,None,71,49,FW/WT,4,4,0,1,0
Monday,11/25/24,17190.46,None,71,49,Lemon,1,1,0,1,0
Monday,11/25/24,17190.46,None,71,49,Extras,29,22,7,0.75862069,0.24137931
Tuesday,11/26/24,17278.54,None,68,50,BBC,3,2,1,0.666666667,0.333333333
Tuesday,11/26/24,17278.54,None,68,50,WC,17,15,2,0.882352941,0.117647059
Tuesday,11/26/24,17278.54,None,68,50,MT,13,6.5,6.5,0.5,0.5
Tuesday,11/26/24,17278.54,None,68,50,ST,5,4.5,0.5,0.9,0.1
Tuesday,11/26/24,17278.54,None,68,50,FW/WT,4,4,0,1,0
Tuesday,11/26/24,17278.54,None,68,50,Lemon,2,1.5,0.5,0.75,0.25
Tuesday,11/26/24,17278.54,None,68,50,Extras,28,26,2,0.928571429,0.071428571
Wednesday,11/27/24,19197.27,Thanksgiving Eve,70,56,BBC,5,4,1,0.8,0.2
Wednesday,11/27/24,19197.27,Thanksgiving Eve,70,56,WC,21,18,3,0.857142857,0.142857143
Wednesday,11/27/24,19197.27,Thanksgiving Eve,70,56,MT,14,10,4,0.714285714,0.285714286
Wednesday,11/27/24,19197.27,Thanksgiving Eve,70,56,ST,9,8,1,0.888888889,0.111111111
Wednesday,11/27/24,19197.27,Thanksgiving Eve,70,56,FW/WT,6,4,2,0.666666667,0.333333333
Wednesday,11/27/24,19197.27,Thanksgiving Eve,70,56,Lemon,2,2,0,1,0
Wednesday,11/27/24,19197.27,Thanksgiving Eve,70,56,Extras,45,36,9,0.8,0.2
Thursday,11/28/24,0,None,70,56,<NA>,0,0,0,0,0
Thursday,11/28/24,0,None,70,56,<NA>,0,0,0,0,0
Thursday,11/28/24,0,None,70,56,<NA>,0,0,0,0,0
Thursday,11/28/24,0,None,70,56,<NA>,0,0,0,0,0
Thursday,11/28/24,0,None,70,56,<NA>,0,0,0,0,0
Thursday,11/28/24,0,None,70,56,<NA>,0,0,0,0,0
Thursday,11/28/24,0,None,70,56,<NA>,0,0,0,0,0
Friday,11/29/24,29667.4,None,74,52,BBC,4,4,0,1,0
Friday,11/29/24,29667.4,None,74,52,WC,24,24,0,1,0
Friday,11/29/24,29667.4,None,74,52,MT,14,15,-1,1.071428571,-0.071428571
Friday,11/29/24,29667.4,None,74,52,ST,12,12,0,1,0
Friday,11/29/24,29667.4,None,74,52,FW/WT,6,6,0,1,0
Friday,11/29/24,29667.4,None,74,52,Lemon,2,2,0,1,0
Friday,11/29/24,29667.4,None,74,52,Extras,40,37,3,0.925,0.075
Saturday,11/30/24,30059.95,None,75,51,BBC,8,4,4,0.5,0.5
Saturday,11/30/24,30059.95,None,75,51,WC,28,28,0,1,0
Saturday,11/30/24,30059.95,None,75,51,MT,23,13,10,0.565217391,0.434782609
Saturday,11/30/24,30059.95,None,75,51,ST,16,9,7,0.5625,0.4375
Saturday,11/30/24,30059.95,None,75,51,FW/WT,10,6,4,0.6,0.4
Saturday,11/30/24,30059.95,None,75,51,Lemon,2,1.5,0.5,0.75,0.25
Saturday,11/30/24,30059.95,None,75,51,Extras,56,39,17,0.696428571,0.303571429
Sunday,12/1/24,24860.24,None,73,51,BBC,8,4,4,0.5,0.5
Sunday,12/1/24,24860.24,None,73,51,WC,32,22,10,0.6875,0.3125
Sunday,12/1/24,24860.24,None,73,51,MT,18,8,10,0.444444444,0.555555556
Sunday,12/1/24,24860.24,None,73,51,ST,15,7,8,0.466666667,0.533333333
Sunday,12/1/24,24860.24,None,73,51,FW/WT,8,4,4,0.5,0.5
Sunday,12/1/24,24860.24,None,73,51,Lemon,2,2,0,1,0
Sunday,12/1/24,24860.24,None,73,51,Extras,60,43,17,0.716666667,0.283333333
Monday,12/2/24,10032.94,None,72,45,BBC,4,2,2,0.5,0.5
Monday,12/2/24,10032.94,None,72,45,WC,18,13,5,0.722222222,0.277777778
Monday,12/2/24,10032.94,None,72,45,MT,18,3,15,0.166666667,0.833333333
Monday,12/2/24,10032.94,None,72,45,ST,8,5,3,0.625,0.375
Monday,12/2/24,10032.94,None,72,45,FW/WT,4,4,0,1,0
Monday,12/2/24,10032.94,None,72,45,Lemon,1,1,0,1,0
Monday,12/2/24,10032.94,None,72,45,Extras,28,21,7,0.75,0.25
Tuesday,12/3/24,9337.37,None,68,49,BBC,4,2,2,0.5,0.5
Tuesday,12/3/24,9337.37,None,68,49,WC,14,10,4,0.714285714,0.285714286
Tuesday,12/3/24,9337.37,None,68,49,MT,19,2,17,0.105263158,0.894736842
Tuesday,12/3/24,9337.37,None,68,49,ST,5,3,2,0.6,0.4
Tuesday,12/3/24,9337.37,None,68,49,FW/WT,2,2,0,1,0
Tuesday,12/3/24,9337.37,None,68,49,Lemon,1,1,0,1,0
Tuesday,12/3/24,9337.37,None,68,49,Extras,28,20,8,0.714285714,0.285714286
Wednesday,12/4/24,9196.48,None,65,51,BBC,4,1,3,0.25,0.75
Wednesday,12/4/24,9196.48,None,65,51,WC,14,10.5,3.5,0.75,0.25
Wednesday,12/4/24,9196.48,None,65,51,MT,21,3,18,0.142857143,0.857142857
Wednesday,12/4/24,9196.48,None,65,51,ST,6,3,3,0.5,0.5
Wednesday,12/4/24,9196.48,None,65,51,FW/WT,2,1,1,0.5,0.5
Wednesday,12/4/24,9196.48,None,65,51,Lemon,1,1,0,1,0
Wednesday,12/4/24,9196.48,None,65,51,Extras,28,20,8,0.714285714,0.285714286
Thursday,12/5/24,9455.36,None,69,46,BBC,3,3,0,1,0
Thursday,12/5/24,9455.36,None,69,46,WC,13.5,10,3.5,0.740740741,0.259259259
Thursday,12/5/24,9455.36,None,69,46,MT,17.5,3.5,14,0.2,0.8
Thursday,12/5/24,9455.36,None,69,46,ST,5,3,2,0.6,0.4
Thursday,12/5/24,9455.36,None,69,46,FW/WT,2,2,0,1,0
Thursday,12/5/24,9455.36,None,69,46,Lemon,1,1,0,1,0
Thursday,12/5/24,9455.36,None,69,46,Extras,26,20,6,0.769230769,0.230769231
Friday,12/6/24,17577.79,None,76,46,BBC,4,2.5,1.5,0.625,0.375
Friday,12/6/24,17577.79,None,76,46,WC,29,15.5,13.5,0.534482759,0.465517241
Friday,12/6/24,17577.79,None,76,46,MT,14,7.5,6.5,0.535714286,0.464285714
Friday,12/6/24,17577.79,None,76,46,ST,14,5,9,0.357142857,0.642857143
Friday,12/6/24,17577.79,None,76,46,FW/WT,6,3.5,2.5,0.583333333,0.416666667
Friday,12/6/24,17577.79,None,76,46,Lemon,2,1.5,0.5,0.75,0.25
Friday,12/6/24,17577.79,None,76,46,Extras,52,31,21,0.596153846,0.403846154
Saturday,12/7/24,23681.6,None,76,46,BBC,5,2,3,0.4,0.6
Saturday,12/7/24,23681.6,None,76,46,WC,25.5,20.5,5,0.803921569,0.196078431
Saturday,12/7/24,23681.6,None,76,46,MT,18,11,7,0.611111111,0.388888889
Saturday,12/7/24,23681.6,None,76,46,ST,11,6,5,0.545454545,0.454545455
Saturday,12/7/24,23681.6,None,76,46,FW/WT,4,4,0,1,0
Saturday,12/7/24,23681.6,None,76,46,Lemon,2,1.5,0.5,0.75,0.25
Saturday,12/7/24,23681.6,None,76,46,Extras,46,39,7,0.847826087,0.152173913
Sunday,12/8/24,21847.51,None,68,44,BBC,5,3,2,0.6,0.4
Sunday,12/8/24,21847.51,None,68,44,WC,25,17,8,0.68,0.32
Sunday,12/8/24,21847.51,None,68,44,MT,15,6.5,8.5,0.433333333,0.566666667
Sunday,12/8/24,21847.51,None,68,44,ST,8,6.5,1.5,0.8125,0.1875
Sunday,12/8/24,21847.51,None,68,44,FW/WT,4,3.5,0.5,0.875,0.125
Sunday,12/8/24,21847.51,None,68,44,Lemon,2,1.5,0.5,0.75,0.25
Sunday,12/8/24,21847.51,None,68,44,Extras,48,39.5,8.5,0.822916667,0.177083333
Monday,12/9/24,9476.2,None,67,50,BBC,2,2,0,1,0
Monday,12/9/24,9476.2,None,67,50,WC,18,13,5,0.722222222,0.277777778
Monday,12/9/24,9476.2,None,67,50,MT,16,4,12,0.25,0.75
Monday,12/9/24,9476.2,None,67,50,ST,5.5,3.5,2,0.636363636,0.363636364
Monday,12/9/24,9476.2,None,67,50,FW/WT,4,2,2,0.5,0.5
Monday,12/9/24,9476.2,None,67,50,Lemon,1,1,0,1,0
Monday,12/9/24,9476.2,None,67,50,Extras,24.5,18,6.5,0.734693878,0.265306122
Tuesday,12/10/24,10740.48,None,74,51,BBC,2,1.5,0.5,0.75,0.25
Tuesday,12/10/24,10740.48,None,74,51,WC,15,10,5,0.666666667,0.333333333
Tuesday,12/10/24,10740.48,None,74,51,MT,16,4,12,0.25,0.75
Tuesday,12/10/24,10740.48,None,74,51,ST,4,3,1,0.75,0.25
Tuesday,12/10/24,10740.48,None,74,51,FW/WT,2,2,0,1,0
Tuesday,12/10/24,10740.48,None,74,51,Lemon,1,0.5,0.5,0.5,0.5
Tuesday,12/10/24,10740.48,None,74,51,Extras,26,14,12,0.538461538,0.461538462
Wednesday,12/11/24,10699.59,None,72,49,BBC,2.5,2,0.5,0.8,0.2
Wednesday,12/11/24,10699.59,None,72,49,WC,13,10,3,0.769230769,0.230769231
Wednesday,12/11/24,10699.59,None,72,49,MT,16,5,11,0.3125,0.6875
Wednesday,12/11/24,10699.59,None,72,49,ST,5,3,2,0.6,0.4
Wednesday,12/11/24,10699.59,None,72,49,FW/WT,2,1.5,0.5,0.75,0.25
Wednesday,12/11/24,10699.59,None,72,49,Lemon,1,0.5,0.5,0.5,0.5
Wednesday,12/11/24,10699.59,None,72,49,Extras,21,16.5,4.5,0.785714286,0.214285714
Thursday,12/12/24,12413.49,None,62,43,BBC,2.5,1.5,1,0.6,0.4
Thursday,12/12/24,12413.49,None,62,43,WC,13.5,8.5,5,0.62962963,0.37037037
Thursday,12/12/24,12413.49,None,62,43,MT,15,8,7,0.533333333,0.466666667
Thursday,12/12/24,12413.49,None,62,43,ST,4,3.5,0.5,0.875,0.125
Thursday,12/12/24,12413.49,None,62,43,FW/WT,2,2,0,1,0
Thursday,12/12/24,12413.49,None,62,43,Lemon,1,0.5,0.5,0.5,0.5
Thursday,12/12/24,12413.49,None,62,43,Extras,23,17,6,0.739130435,0.260869565
Friday,12/13/24,17700.63,None,64,46,BBC,3,2.5,0.5,0.833333333,0.166666667
Friday,12/13/24,17700.63,None,64,46,WC,21,13,8,0.619047619,0.380952381
Friday,12/13/24,17700.63,None,64,46,MT,15,6,9,0.4,0.6
Friday,12/13/24,17700.63,None,64,46,ST,6,5,1,0.833333333,0.166666667
Friday,12/13/24,17700.63,None,64,46,FW/WT,4,1.5,2.5,0.375,0.625
Friday,12/13/24,17700.63,None,64,46,Lemon,2,1.5,0.5,0.75,0.25
Friday,12/13/24,17700.63,None,64,46,Extras,42,32,10,0.761904762,0.238095238
Saturday,12/14/24,23243.96,None,66,45,BBC,2.5,2.5,0,1,0
Saturday,12/14/24,23243.96,None,66,45,WC,20,18,2,0.9,0.1
Saturday,12/14/24,23243.96,None,66,45,MT,17,7,10,0.411764706,0.588235294
Saturday,12/14/24,23243.96,None,66,45,ST,9,5,4,0.555555556,0.444444444
Saturday,12/14/24,23243.96,None,66,45,FW/WT,4,4,0,1,0
Saturday,12/14/24,23243.96,None,66,45,Lemon,2,2,0,1,0
Saturday,12/14/24,23243.96,None,66,45,Extras,44,37,7,0.840909091,0.159090909
Sunday,12/15/24,24293.92,None,67,48,BBC,4,4,0,1,0
Sunday,12/15/24,24293.92,None,67,48,WC,22,22,0,1,0
Sunday,12/15/24,24293.92,None,67,48,MT,14,8,6,0.571428571,0.428571429
Sunday,12/15/24,24293.92,None,67,48,ST,8,7,1,0.875,0.125
Sunday,12/15/24,24293.92,None,67,48,FW/WT,4,4,0,1,0
Sunday,12/15/24,24293.92,None,67,48,Lemon,2,2,0,1,0
Sunday,12/15/24,24293.92,None,67,48,Extras,47,42,5,0.893617021,0.106382979
Monday,12/16/24,12381.35,None,71,44,BBC,2,1,1,0.5,0.5
Monday,12/16/24,12381.35,None,71,44,WC,16,11,5,0.6875,0.3125
Monday,12/16/24,12381.35,None,71,44,MT,14,5,9,0.357142857,0.642857143
Monday,12/16/24,12381.35,None,71,44,ST,5,4,1,0.8,0.2
Monday,12/16/24,12381.35,None,71,44,FW/WT,4,2,2,0.5,0.5
Monday,12/16/24,12381.35,None,71,44,Lemon,1,0.5,0.5,0.5,0.5
Monday,12/16/24,12381.35,None,71,44,Extras,26,21,5,0.807692308,0.192307692
Tuesday,12/17/24,11789.46,None,42,45,BBC,2.5,1.5,1,0.6,0.4
Tuesday,12/17/24,11789.46,None,42,45,WC,15,9,6,0.6,0.4
Tuesday,12/17/24,11789.46,None,42,45,MT,13,5.5,7.5,0.423076923,0.576923077
Tuesday,12/17/24,11789.46,None,42,45,ST,5,3,2,0.6,0.4
Tuesday,12/17/24,11789.46,None,42,45,FW/WT,2,1.5,0.5,0.75,0.25
Tuesday,12/17/24,11789.46,None,42,45,Lemon,1,1,0,1,0
Tuesday,12/17/24,11789.46,None,42,45,Extras,25,7,18,0.28,0.72
Wednesday,12/18/24,15010.9,None,79,55,BBC,2.5,1.5,1,0.6,0.4
Wednesday,12/18/24,15010.9,None,79,55,WC,15,11,4,0.733333333,0.266666667
Wednesday,12/18/24,15010.9,None,79,55,MT,15,5.5,9.5,0.366666667,0.633333333
Wednesday,12/18/24,15010.9,None,79,55,ST,5,4,1,0.8,0.2
Wednesday,12/18/24,15010.9,None,79,55,FW/WT,3,1.5,1.5,0.5,0.5
Wednesday,12/18/24,15010.9,None,79,55,Lemon,1,0.5,0.5,0.5,0.5
Wednesday,12/18/24,15010.9,None,79,55,Extras,29,25,4,0.862068966,0.137931034
Thursday,12/19/24,14881.07,None,75,48,BBC,3.5,1.5,2,0.428571429,0.571428571
Thursday,12/19/24,14881.07,None,75,48,WC,13,10,3,0.769230769,0.230769231
Thursday,12/19/24,14881.07,None,75,48,MT,14,8,6,0.571428571,0.428571429
Thursday,12/19/24,14881.07,None,75,48,ST,5,4,1,0.8,0.2
Thursday,12/19/24,14881.07,None,75,48,FW/WT,4,2.5,1.5,0.625,0.375
Thursday,12/19/24,14881.07,None,75,48,Lemon,1,0.5,0.5,0.5,0.5
Thursday,12/19/24,14881.07,None,75,48,Extras,35,26.5,8.5,0.757142857,0.242857143
Friday,12/20/24,19104.07,None,68,49,BBC,4,3,1,0.75,0.25
Friday,12/20/24,19104.07,None,68,49,WC,17,17.5,-0.5,1.029411765,-0.029411765
Friday,12/20/24,19104.07,None,68,49,MT,14,6,8,0.428571429,0.571428571
Friday,12/20/24,19104.07,None,68,49,ST,7,5,2,0.714285714,0.285714286
Friday,12/20/24,19104.07,None,68,49,FW/WT,4,2.5,1.5,0.625,0.375
Friday,12/20/24,19104.07,None,68,49,Lemon,2,2,0,1,0
Friday,12/20/24,19104.07,None,68,49,Extras,41.5,36,5.5,0.86746988,0.13253012
Saturday,12/21/24,21478.93,None,68,44,BBC,5,3,2,0.6,0.4
Saturday,12/21/24,21478.93,None,68,44,WC,21,15,6,0.714285714,0.285714286
Saturday,12/21/24,21478.93,None,68,44,MT,16,7,9,0.4375,0.5625
Saturday,12/21/24,21478.93,None,68,44,ST,10,6,4,0.6,0.4
Saturday,12/21/24,21478.93,None,68,44,FW/WT,6,3.5,2.5,0.583333333,0.416666667
Saturday,12/21/24,21478.93,None,68,44,Lemon,2,1.5,0.5,0.75,0.25
Saturday,12/21/24,21478.93,None,68,44,Extras,50,31.5,18.5,0.63,0.37
Sunday,12/22/24,21488,None,67,47,BBC,4,2.5,1.5,0.625,0.375
Sunday,12/22/24,21488,None,67,47,WC,26,18,8,0.692307692,0.307692308
Sunday,12/22/24,21488,None,67,47,MT,21,7,14,0.333333333,0.666666667
Sunday,12/22/24,21488,None,67,47,ST,14,6,8,0.428571429,0.571428571
Sunday,12/22/24,21488,None,67,47,FW/WT,4,3,1,0.75,0.25
Sunday,12/22/24,21488,None,67,47,Lemon,2,1.5,0.5,0.75,0.25
Sunday,12/22/24,21488,None,67,47,Extras,46.5,35,11.5,0.752688172,0.247311828
Monday,12/23/24,19479.49,Quart Promo,68,51,BBC,3.5,3,0.5,0.857142857,0.142857143
Monday,12/23/24,19479.49,Quart Promo,68,51,WC,20,18,2,0.9,0.1
Monday,12/23/24,19479.49,Quart Promo,68,51,MT,18,10,8,0.555555556,0.444444444
Monday,12/23/24,19479.49,Quart Promo,68,51,ST,8,6,2,0.75,0.25
Monday,12/23/24,19479.49,Quart Promo,68,51,FW/WT,4,3.5,0.5,0.875,0.125
Monday,12/23/24,19479.49,Quart Promo,68,51,Lemon,2,2,0,1,0
Monday,12/23/24,19479.49,Quart Promo,68,51,Extras,36,25.5,10.5,0.708333333,0.291666667
Tuesday,12/24/24,0,None,68,51,<NA>,0,0,0,0,0
Tuesday,12/24/24,0,None,68,51,<NA>,0,0,0,0,0
Tuesday,12/24/24,0,None,68,51,<NA>,0,0,0,0,0
Tuesday,12/24/24,0,None,68,51,<NA>,0,0,0,0,0
Tuesday,12/24/24,0,None,68,51,<NA>,0,0,0,0,0
Tuesday,12/24/24,0,None,68,51,<NA>,0,0,0,0,0
Tuesday,12/24/24,0,None,68,51,<NA>,0,0,0,0,0
Wednesday,12/25/24,0,None,68,51,<NA>,0,0,0,0,0
Wednesday,12/25/24,0,None,68,51,<NA>,0,0,0,0,0
Wednesday,12/25/24,0,None,68,51,<NA>,0,0,0,0,0
Wednesday,12/25/24,0,None,68,51,<NA>,0,0,0,0,0
Wednesday,12/25/24,0,None,68,51,<NA>,0,0,0,0,0
Wednesday,12/25/24,0,None,68,51,<NA>,0,0,0,0,0
Wednesday,12/25/24,0,None,68,51,<NA>,0,0,0,0,0
Thursday,12/26/24,22563.32,None,67,46,BBC,2,2,0,1,0
Thursday,12/26/24,22563.32,None,67,46,WC,20,20,0,1,0
Thursday,12/26/24,22563.32,None,67,46,MT,12,11,1,0.916666667,0.083333333
Thursday,12/26/24,22563.32,None,67,46,ST,6,6,0,1,0
Thursday,12/26/24,22563.32,None,67,46,FW/WT,4,4,0,1,0
Thursday,12/26/24,22563.32,None,67,46,Lemon,2,2,0,1,0
Thursday,12/26/24,22563.32,None,67,46,Extras,46,38.5,7.5,0.836956522,0.163043478
Friday,12/27/24,24544.46,None,64,48,BBC,4,3.5,0.5,0.875,0.125
Friday,12/27/24,24544.46,None,64,48,WC,28,21,7,0.75,0.25
Friday,12/27/24,24544.46,None,64,48,MT,24,10,14,0.416666667,0.583333333
Friday,12/27/24,24544.46,None,64,48,ST,10,7,3,0.7,0.3
Friday,12/27/24,24544.46,None,64,48,FW/WT,6,5.5,0.5,0.916666667,0.083333333
Friday,12/27/24,24544.46,None,64,48,Lemon,2,2,0,1,0
Friday,12/27/24,24544.46,None,64,48,Extras,52,42,10,0.807692308,0.192307692
Saturday,12/28/24,26590.85,None,66,55,BBC,6.5,3.5,3,0.538461538,0.461538462
Saturday,12/28/24,26590.85,None,66,55,WC,27,20.5,6.5,0.759259259,0.240740741
Saturday,12/28/24,26590.85,None,66,55,MT,22,10,12,0.454545455,0.545454545
Saturday,12/28/24,26590.85,None,66,55,ST,9,6,3,0.666666667,0.333333333
Saturday,12/28/24,26590.85,None,66,55,FW/WT,4,4,0,1,0
Saturday,12/28/24,26590.85,None,66,55,Lemon,2,2,0,1,0
Saturday,12/28/24,26590.85,None,66,55,Extras,58,47,11,0.810344828,0.189655172
Sunday,12/29/24,25278.2,None,66,48,BBC,5,3,2,0.6,0.4
